garlic	Spring@;Summer@;Autumn@;Winter	Other#_1#_clove	
garlic shoot	Spring	Vegetable#_75#_g (cooked)@;Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)@;Vegetable#_0.5#_cup (cooked)	
ginger	Spring@;Summer@;Autumn@;Winter	Other#_1#_some	
ginseng fruit	Autumn	Fruit#_150#_g@;Fruit#_2#_whole	
goat	Spring@;Summer@;Autumn@;Winter	Protein#_65#_g (cooked)@;Protein#_95#_g (raw)	
golden berry	Autumn	Fruit#_1#_cup@;Fruit#_150#_g	
grapefruit	Spring@;Summer@;Autumn@;Winter	Fruit#_1#_whole@;Fruit#_150#_g	
grapes	Summer@;Autumn	Fruit#_150#_g@;Fruit#_1#_cup	
green leafy or salad vegetables	Spring@;Summer@;Autumn@;Winter	Vegetable#_1#_cup (raw)@;Vegetable#_75#_g (raw)	
green onion	Spring@;Summer	Vegetable#_75#_g (cooked)@;Vegetable#_150#_g (raw)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_1#_cup (raw)	
guava	Autumn	Fruit#_150#_g@;Fruit#_1#_whole	
hawthorn	Autumn	Fruit#_150#_g@;Fruit#_1#_cup	
herb (dried)	Spring@;Summer@;Autumn@;Winter	Other#_1#_tbsp@;Other#_1#_some	
herb (fresh)	Spring@;Summer@;Autumn@;Winter	Other#_1#_some@;Other#_1#_tbsp	
honey	Spring@;Summer@;Autumn@;Winter	Other#_1#_tbsp	
honeydew	Spring@;Summer	Fruit#_1#_cup@;Fruit#_150#_g	
horseradish	Winter	Vegetable#_0.5#_large@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_75#_g (cooked)@;Vegetable#_2#_small@;Vegetable#_1#_medium@;Vegetable#_150#_g (raw)@;Vegetable#_1#_cup (raw)	
jabuticaba fruit	Spring@;Summer@;Autumn@;Winter	Fruit#_150#_g@;Fruit#_1#_cup	
jackfruit	Summer@;Autumn	Fruit#_150#_g@;Fruit#_1#_cup	
kale	Winter	Vegetable#_1#_cup (raw)@;Vegetable#_75#_g (raw)	
kangaroo	Spring@;Summer@;Autumn@;Winter	Protein#_65#_g (cooked)@;Protein#_95#_g (raw)	
kelp	Spring@;Summer@;Autumn	Vegetable#_150#_g (raw)@;Vegetable#_1#_cup (raw)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_75#_g (cooked)	
kiwano	Summer@;Autumn	Fruit#_150#_g@;Fruit#_1#_cup	
kiwi fruit	Autumn@;Winter	Fruit#_2#_whole@;Fruit#_150#_g	
kohlrabi	Winter	Vegetable#_1#_cup (raw)@;Vegetable#_75#_g (cooked)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_150#_g (raw)	
konjac	Autumn	Vegetable#_1#_cup (raw)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_150#_g (raw)@;Vegetable#_75#_g (cooked)	
lamb	Spring@;Summer@;Autumn@;Winter	Protein#_95#_g (raw)@;Protein#_65#_g (cooked)	
lasagne (instant sheet)	Spring@;Summer@;Autumn@;Winter	Grain#_1#_sheet@;Grain#_50#_g (raw)@;Grain#_0.25#_cup (raw)@;Grain#_0.5#_cup (cooked)@;Grain#_100#_g (cooked)	
leaf mustard (asian green)	Spring@;Autumn@;Winter	Vegetable#_75#_g (cooked)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)	
leek	Spring@;Summer@;Autumn@;Winter	Vegetable#_1#_cup (raw)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_75#_g (cooked)@;Vegetable#_150#_g (raw)	
lemon	Spring@;Summer@;Autumn@;Winter	Fruit#_150#_g@;Fruit#_2#_whole	
lemon juice	Spring@;Summer@;Autumn@;Winter	Other#_1#_tsp@;Other#_1#_some	
lentils (red)	Spring@;Summer@;Autumn@;Winter	Protein#_150#_g (cooked)@;Protein#_75#_g (dried)@;Protein#_1#_cup (cooked)@;Protein#_0.5#_cup (dried)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_37#_g (dried)@;Vegetable#_0.25#_cup (dried)@;Vegetable#_75#_g (cooked)	
lettuce	Spring@;Summer@;Autumn	Vegetable#_75#_g (raw)@;Vegetable#_1#_cup (raw)	
lily root	Autumn	Vegetable#_75#_g (cooked)@;Vegetable#_150#_g (raw)@;Vegetable#_1#_cup (raw)@;Vegetable#_0.5#_cup (cooked)	
lime	Spring@;Autumn@;Winter	Fruit#_2#_whole@;Fruit#_150#_g	
loganberries	Summer	Fruit#_150#_g@;Fruit#_1#_cup	
longan	Summer@;Autumn	Fruit#_150#_g@;Fruit#_1#_cup	
loofah	Summer@;Autumn	Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_75#_g (cooked)	
loquat	Spring	Fruit#_2#_whole@;Fruit#_150#_g	
lotus root	Autumn	Vegetable#_75#_g (cooked)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)	
luo han guo	Autumn@;Winter	Fruit#_1#_cup@;Fruit#_150#_g	
lychee	Spring@;Summer	Fruit#_150#_g@;Fruit#_2#_whole	
malus asiatica	Summer@;Autumn	Fruit#_150#_g@;Fruit#_1#_cup	
mandarin	Spring@;Autumn@;Winter	Fruit#_2#_whole@;Fruit#_150#_g	
mango	Spring@;Summer@;Autumn	Fruit#_1#_whole@;Fruit#_150#_g	
mangosteen	Autumn	Fruit#_2#_whole@;Fruit#_150#_g	
margarine	Spring@;Summer@;Autumn@;Winter	Other#_1#_some@;Other#_1#_tsp	
medium fruit like apple and banana	Spring@;Summer@;Autumn@;Winter	Fruit#_1#_whole@;Fruit#_150#_g	
melon	Spring@;Summer	Fruit#_1#_cup@;Fruit#_150#_g	
milk	Spring@;Summer@;Autumn@;Winter	Calcium#_1#_cup@;Calcium#_250#_ml@;Other#_1#_some	
milk (low-fat)	Spring@;Summer@;Autumn@;Winter	Calcium#_1#_cup@;Calcium#_250#_ml@;Other#_1#_some@;Other#_1#_tbsp	
miracle fruit	Summer@;Autumn	Fruit#_150#_g@;Fruit#_1#_cup	
muesli	Spring@;Summer@;Autumn@;Winter	Grain#_0.2#_cup@;Grain#_30#_g	
mulberry	Spring@;Summer	Fruit#_1#_cup@;Fruit#_150#_g	
mushroom	Spring@;Winter	Vegetable#_75#_g (cooked)@;Vegetable#_1#_cup (raw)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_150#_g (raw)	
mushroom (crab)	Spring@;Autumn	Vegetable#_150#_g (raw)@;Vegetable#_1#_cup (raw)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_75#_g (cooked)	
mushroom (enoki)	Autumn@;Winter	Vegetable#_0.5#_cup (cooked)@;Vegetable#_150#_g (raw)@;Vegetable#_75#_g (cooked)@;Vegetable#_1#_cup (raw)	
mushroom (field)	Autumn	Vegetable#_0.5#_cup (cooked)@;Vegetable#_1#_cup (raw)@;Vegetable#_75#_g (cooked)@;Vegetable#_150#_g (raw)	
mushroom (flat)	Spring@;Winter	Vegetable#_1#_cup@;Vegetable#_3#_whole@;Vegetable#_150#_g (raw)	
mushroom (hericium erinaceus)	Summer@;Autumn	Vegetable#_1#_cup (raw)@;Vegetable#_75#_g (cooked)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_150#_g (raw)	
mushroom (pine)	Autumn	Vegetable#_0.5#_cup (cooked)@;Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)@;Vegetable#_75#_g (cooked)	
mushroom (pleurotus eryngii)	Autumn@;Winter	Vegetable#_75#_g (cooked)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)	
mushroom (pleurotus ostreatus)	Spring@;Winter	Vegetable#_0.5#_cup (cooked)@;Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)@;Vegetable#_75#_g (cooked)	
mushroom (shiitake)	Spring@;Autumn@;Winter	Vegetable#_75#_g (cooked)@;Vegetable#_150#_g (raw)@;Vegetable#_1#_cup (raw)@;Vegetable#_0.5#_cup (cooked)	
mushroom (slippery jacks)	Autumn	Vegetable#_75#_g (cooked)@;Vegetable#_150#_g (raw)@;Vegetable#_1#_cup (raw)@;Vegetable#_0.5#_cup (cooked)	
mushroom (tea tree)	Spring@;Summer	Vegetable#_0.5#_cup (cooked)@;Vegetable#_150#_g (raw)@;Vegetable#_75#_g (cooked)@;Vegetable#_1#_cup (raw)	
mushroom (tricholoma)	Summer@;Autumn	Vegetable#_1#_cup (raw)@;Vegetable#_75#_g (cooked)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_150#_g (raw)	
nectarine	Summer	Fruit#_150#_g@;Fruit#_1#_whole	
non-leafy vegetables	Spring@;Summer@;Autumn@;Winter	Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_75#_g (cooked)	
noodles	Spring@;Summer@;Autumn@;Winter	Grain#_100#_g (cooked)@;Grain#_50#_g (raw)@;Grain#_0.25#_cup (raw)@;Grain#_0.5#_cup (cooked)	
nut or seed paste	Spring@;Summer@;Autumn@;Winter	Protein#_30#_g	
nutmeg	Spring@;Summer@;Autumn@;Winter	Other#_1#_tsp@;Other#_1#_some	
nuts	Spring@;Summer@;Autumn@;Winter	Oil#_8#_g@;Protein#_30#_g	
oil	Spring@;Summer@;Autumn@;Winter	Oil#_2#_tbsp@;Oil#_8#_g	
oil (unsaturated)	Spring@;Summer@;Autumn@;Winter	Oil#_0.5#_tbsp@;Oil#_2#_tsp@;Oil#_8#_g	
oil spray	Spring@;Summer@;Autumn@;Winter	Oil#_8#_g@;Other#_1#_some	
oil spreads	Spring@;Summer@;Autumn@;Winter	Oil#_8#_g	
okra	Spring@;Summer@;Autumn@;Winter	Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)@;Vegetable#_75#_g (cooked)@;Vegetable#_0.5#_cup (cooked)	
olive	Spring@;Summer@;Autumn@;Winter	Other#_1#_tsp@;Other#_1#_slice	
olive oil	Spring@;Summer@;Autumn@;Winter	Oil#_8#_g@;Oil#_0.5#_tbsp@;Oil#_2#_tsp	
onion	Spring@;Summer@;Autumn@;Winter	Vegetable#_1#_cup (raw)@;Vegetable#_75#_g (cooked)@;Vegetable#_2#_small@;Vegetable#_150#_g (raw)@;Vegetable#_1#_medium@;Vegetable#_0.5#_large@;Vegetable#_0.5#_cup (cooked)	
onion (red)	Spring@;Summer@;Autumn@;Winter	Vegetable#_1#_medium@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_75#_g (cooked)@;Vegetable#_2#_small@;Vegetable#_0.5#_large@;Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)	
orange	Spring@;Summer@;Autumn@;Winter	Fruit#_150#_g@;Fruit#_1#_whole	
orange juice	Spring@;Summer@;Autumn@;Winter	Fruit#_125#_ml@;Fruit#_0.5#_cup@;Other#_1#_tbsp@;Other#_0.5#_medium	
oyster or worcestershire sauce	Spring@;Summer@;Autumn@;Winter	Other#_1#_tbsp	
papaya/papaw/paw paw	Spring@;Autumn	Fruit#_1#_cup@;Fruit#_150#_g	
paprika	Spring@;Summer@;Autumn@;Winter	Other#_1#_tsp	
paprika or curry powder	Spring@;Summer@;Autumn@;Winter	Other#_1#_tsp	
parsley	Spring@;Summer@;Autumn@;Winter	Other#_1#_handful@;Other#_1#_some@;Other#_1#_tbsp@;Vegetable#_1#_cup (raw)	
parsley or basil	Spring@;Summer@;Autumn@;Winter	Other#_1#_some@;Other#_1#_handful@;Other#_1#_tbsp@;Vegetable#_1#_cup (raw)	
parsnip	Spring@;Autumn@;Winter	Vegetable#_150#_g (raw)@;Vegetable#_0.5#_large@;Vegetable#_1#_cup (raw)@;Vegetable#_1#_medium@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_75#_g (cooked)@;Vegetable#_2#_small	
passionfruit	Summer@;Autumn	Fruit#_150#_g@;Fruit#_2#_whole	
pasta	Spring@;Summer@;Autumn@;Winter	Grain#_100#_g (cooked)@;Grain#_0.25#_cup (raw)@;Grain#_0.5#_cup (cooked)@;Grain#_50#_g (raw)	
pasta (penne)	Spring@;Summer@;Autumn@;Winter	Grain#_0.25#_cup (raw)@;Grain#_0.5#_cup (cooked)@;Grain#_100#_g (cooked)@;Grain#_50#_g (raw)	
pea	Spring@;Summer	Vegetable#_0.5#_cup (cooked)@;Vegetable#_75#_g (cooked)@;Vegetable#_1#_cup (raw)@;Vegetable#_150#_g (raw)	
pea (frozen)	Spring@;Summer@;Autumn@;Winter	Vegetable#_0.5#_cup (cooked)@;Vegetable#_150#_g (raw)@;Vegetable#_75#_g (cooked)@;Vegetable#_1#_cup (raw)	
pea seedling	Spring@;Summer	Vegetable#_150#_g (raw)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_75#_g (cooked)@;Vegetable#_1#_cup (raw)	
peach	Summer@;Autumn	Fruit#_150#_g@;Fruit#_1#_whole	
peanut	Spring@;Summer@;Autumn@;Winter	Protein#_30#_g	
pear	Summer@;Autumn@;Winter	Fruit#_1#_whole@;Fruit#_150#_g	
pepino	Spring	Fruit#_1#_cup@;Fruit#_150#_g	
pepper	Spring@;Summer@;Autumn@;Winter	Other#_1#_some@;Other#_1#_tsp	
persimmon	Autumn@;Winter	Fruit#_1#_whole@;Fruit#_150#_g	
pineapple	Spring@;Summer@;Winter	Fruit#_150#_g@;Fruit#_1#_cup@;Fruit#_0.5#_whole	
plum	Summer@;Autumn	Fruit#_150#_g@;Fruit#_2#_whole	
polenta	Spring@;Summer@;Autumn@;Winter	Grain#_0.25#_cup (raw)@;Grain#_50#_g (raw)@;Grain#_100#_g (cooked)@;Grain#_0.5#_cup (cooked)	
pomegranate	Autumn	Fruit#_1#_whole@;Fruit#_150#_g	
pomelo	Autumn	Fruit#_1#_cup@;Fruit#_150#_g	
pork	Spring@;Summer@;Autumn@;Winter	Protein#_95#_g (raw)@;Protein#_65#_g (cooked)	
porridge	Spring@;Summer@;Autumn@;Winter	Grain#_0.7#_cup (cooked)@;Grain#_120#_g (cooked)	
potato	Spring@;Summer@;Autumn@;Winter	Vegetable#_1#_cup (raw)@;Vegetable#_0.5#_cup (cooked)@;Vegetable#_2#_small@;Vegetable#_150#_g (raw)@;Vegetable#_0.5#_large@;Vegetable#_1#_medium@;Vegetable#_75#_g (cooked)	
powdered milk	Spring@;Summer@;Autumn@;Winter	Calcium#_250#_ml@;Calcium#_1#_cup	
prickly pear	Autumn	Fruit#_150#_g@;Fruit#_1#_whole	
